0.0	2
0.5	2
1.0	2
1.5	2
2.0	2
2.5	2
3.0	2
3.5	2
4.0	2
4.5	2
5.0	2
5.5	2
6.0	2
6.5	2
7.0	2
7.5	2
8.0	2
8.5	2
9.0	2
9.5	2
10.0	2
10.5	2
11.0	2
11.5	2
12.0	2
12.5	2
13.0	2
13.5	2
14.0	2
14.5	2
15.0	2
15.5	2
16.0	2
16.5	2
17.0	2
17.5	2
18.0	2
18.5	2
19.0	2
19.5	2
20.0	2
20.5	2
21.0	2
21.5	2
22.0	2
22.5	2
23.0	2
23.5	2
24.0	2
24.5	2
25.0	2
25.5	2
26.0	2
26.5	2
27.0	2
27.5	2
28.0	2
28.5	2
29.0	2
29.5	2
30.0	2
30.5	2
31.0	2
31.5	2
32.0	2
32.5	2
33.0	2
33.5	2
34.0	2
34.5	2
35.0	2
35.5	2
36.0	2
36.5	2
37.0	2
37.5	2
38.0	2
38.5	2
39.0	2
39.5	2
40.0	2
40.5	2
41.0	2
41.5	2
42.0	2
42.5	2
43.0	2
43.5	2
44.0	2
44.5	2
45.0	2
45.5	2
46.0	2
46.5	2
47.0	2
47.5	2
48.0	2
48.5	2
49.0	2
49.5	2
50.0	2
50.5	2
51.0	2
51.5	2
52.0	2
52.5	2
53.0	2
53.5	2
54.0	2
54.5	2
55.0	2
55.5	2
56.0	2
56.5	2
57.0	2
57.5	2
58.0	2
58.5	2
59.0	2
59.5	2
60.0	2
60.5	2
61.0	2
61.5	2
62.0	2
62.5	2
63.0	2
63.5	2
64.0	2
64.5	2
65.0	2
65.5	2
66.0	2
66.5	2
67.0	2
67.5	2
68.0	2
68.5	2
69.0	2
69.5	2
70.0	2
70.5	2
71.0	2
71.5	2
72.0	2
72.5	2
73.0	2
73.5	2
74.0	2
74.5	2
75.0	2
75.5	2
76.0	2
76.5	2
77.0	2
77.5	2
78.0	2
78.5	2
79.0	2
79.5	2
80.0	2
80.5	2
81.0	2
81.5	2
82.0	2
82.5	2
83.0	2
83.5	2
84.0	2
84.5	2
85.0	2
85.5	2
86.0	2
86.5	2
87.0	2
87.5	2
88.0	2
88.5	2
89.0	2
89.5	2
90.0	2
90.5	2
91.0	2
91.5	2
92.0	2
92.5	2
93.0	2
93.5	2
94.0	2
94.5	2
95.0	2
95.5	2
96.0	2
96.5	2
97.0	2
97.5	2
98.0	2
98.5	2
99.0	2
99.5	2
100.0	2
100.5	2
101.0	2
101.5	2
102.0	2
102.5	2
103.0	2
103.5	2
104.0	2
104.5	2
105.0	2
105.5	2
106.0	2
106.5	2
107.0	2
107.5	2
108.0	2
108.5	2
109.0	2
109.5	2
110.0	2
110.5	2
111.0	2
111.5	2
112.0	2
112.5	2
113.0	2
113.5	2
114.0	2
114.5	2
115.0	2
115.5	2
116.0	2
116.5	2
117.0	2
117.5	2
118.0	2
118.5	2
119.0	2
119.5	2
120.0	2
120.5	2
121.0	2
121.5	2
122.0	2
122.5	2
123.0	2
123.5	2
124.0	2
124.5	2
125.0	2
125.5	2
126.0	2
126.5	2
127.0	2
127.5	2
128.0	2
128.5	2
129.0	2
129.5	2
130.0	2
130.5	2
131.0	2
131.5	2
132.0	2
132.5	2
133.0	2
133.5	2
134.0	2
134.5	2
135.0	2
135.5	2
136.0	2
136.5	2
137.0	2
137.5	2
138.0	2
138.5	2
139.0	2
139.5	2
140.0	2
140.5	2
141.0	2
141.5	2
142.0	2
142.5	2
143.0	2
143.5	2
144.0	2
144.5	2
145.0	2
145.5	2
146.0	2
146.5	2
147.0	2
147.5	2
148.0	2
148.5	2
149.0	2
149.5	2
150.0	2
150.5	2
151.0	2
151.5	2
152.0	2
152.5	2
153.0	2
153.5	2
154.0	2
154.5	2
155.0	2
155.5	2
156.0	2
156.5	2
157.0	2
157.5	2
158.0	2
158.5	2
159.0	2
159.5	2
160.0	2
160.5	2
161.0	2
161.5	2
162.0	2
162.5	2
163.0	2
163.5	2
164.0	2
164.5	2
165.0	2
165.5	2
166.0	2
166.5	2
167.0	2
167.5	2
168.0	2
168.5	2
169.0	2
169.5	2
170.0	2
170.5	2
171.0	2
171.5	2
172.0	2
172.5	2
173.0	2
173.5	2
174.0	2
174.5	2
175.0	2
175.5	2
176.0	2
176.5	2
177.0	2
177.5	2
178.0	2
178.5	2
179.0	2
179.5	2
180.0	2
180.5	2
181.0	2
181.5	2
182.0	2
182.5	2
183.0	2
183.5	2
184.0	2
184.5	2
185.0	2
185.5	2
186.0	2
186.5	2
187.0	2
187.5	2
188.0	2
188.5	2
189.0	2
189.5	2
190.0	2
190.5	2
191.0	2
191.5	2
192.0	2
192.5	2
193.0	2
193.5	2
194.0	2
194.5	2
195.0	2
195.5	2
196.0	2
196.5	2
197.0	2
197.5	2
198.0	2
198.5	2
199.0	2
199.5	2
200.0	2
200.5	2
201.0	2
201.5	2
202.0	2
202.5	2
203.0	2
203.5	2
204.0	2
204.5	2
205.0	2
205.5	2
206.0	2
206.5	2
207.0	2
207.5	2
208.0	2
208.5	2
209.0	2
209.5	2
210.0	2
210.5	2
211.0	2
211.5	2
212.0	2
212.5	2
213.0	2
213.5	2
214.0	2
214.5	2
215.0	2
215.5	2
216.0	2
216.5	2
217.0	2
217.5	2
218.0	2
218.5	2
219.0	2
219.5	2
220.0	2
220.5	2
221.0	2
221.5	2
222.0	2
222.5	2
223.0	2
223.5	2
224.0	2
224.5	2
225.0	2
225.5	2
226.0	2
226.5	2
227.0	2
227.5	2
228.0	2
228.5	2
229.0	2
229.5	2
230.0	2
230.5	2
231.0	2
231.5	2
232.0	2
232.5	2
233.0	2
233.5	2
234.0	2
234.5	2
235.0	2
235.5	2
236.0	2
236.5	2
237.0	2
237.5	2
238.0	2
238.5	2
239.0	2
239.5	2
240.0	2
240.5	2
241.0	2
241.5	2
242.0	2
242.5	2
243.0	2
243.5	2
244.0	2
244.5	2
245.0	2
245.5	2
246.0	2
246.5	2
247.0	2
247.5	2
248.0	2
248.5	2
249.0	2
249.5	2
250.0	2
250.5	2
251.0	2
251.5	2
252.0	2
252.5	2
253.0	2
253.5	2
254.0	2
254.5	2
255.0	2
255.5	2
256.0	2
256.5	2
257.0	2
257.5	2
258.0	2
258.5	2
259.0	2
259.5	2
260.0	2
260.5	2
261.0	2
261.5	2
262.0	2
262.5	2
263.0	2
263.5	2
264.0	2
264.5	2
265.0	2
265.5	2
266.0	2
266.5	2
267.0	2
267.5	2
268.0	2
268.5	2
269.0	2
269.5	2
270.0	2
270.5	2
271.0	2
271.5	2
272.0	2
272.5	2
273.0	2
273.5	2
274.0	2
274.5	2
275.0	2
275.5	2
276.0	2
276.5	2
277.0	2
277.5	2
278.0	2
278.5	2
279.0	2
279.5	2
280.0	2
280.5	2
281.0	2
281.5	2
282.0	2
282.5	2
283.0	2
283.5	2
284.0	2
284.5	2
285.0	2
285.5	2
286.0	2
286.5	2
287.0	2
287.5	2
288.0	2
288.5	2
289.0	2
289.5	2
290.0	2
290.5	2
291.0	2
291.5	2
292.0	2
292.5	2
293.0	2
293.5	2
294.0	2
294.5	2
295.0	2
295.5	2
296.0	2
296.5	2
297.0	2
297.5	2
298.0	2
298.5	2
299.0	2
299.5	2
300.0	2
300.5	2
301.0	2
301.5	2
302.0	2
302.5	2
303.0	2
303.5	2
304.0	2
304.5	2
305.0	2
305.5	2
306.0	2
306.5	2
307.0	2
307.5	2
308.0	2
308.5	2
309.0	2
309.5	2
310.0	2
310.5	2
311.0	2
311.5	2
312.0	2
312.5	2
313.0	2
313.5	2
314.0	2
314.5	2
315.0	2
315.5	2
316.0	2
316.5	2
317.0	2
317.5	2
318.0	2
318.5	2
319.0	2
319.5	2
320.0	2
320.5	2
321.0	2
321.5	2
322.0	2
322.5	2
323.0	2
323.5	2
324.0	2
324.5	2
325.0	2
325.5	2
326.0	2
326.5	2
327.0	2
327.5	2
328.0	2
328.5	2
329.0	2
329.5	2
330.0	2
330.5	2
331.0	2
331.5	2
332.0	2
332.5	2
333.0	2
333.5	2
334.0	2
334.5	2
335.0	2
335.5	2
336.0	2
336.5	2
337.0	2
337.5	2
338.0	2
338.5	2
339.0	2
339.5	2
340.0	2
340.5	2
341.0	2
341.5	2
342.0	2
342.5	2
343.0	2
343.5	2
344.0	2
344.5	2
345.0	2
345.5	2
346.0	2
346.5	2
347.0	2
347.5	2
348.0	2
348.5	2
349.0	2
349.5	2
350.0	2
350.5	2
351.0	2
351.5	2
352.0	2
352.5	2
353.0	2
353.5	2
354.0	2
354.5	2
355.0	2
355.5	2
356.0	2
356.5	2
357.0	2
357.5	2
358.0	2
358.5	2
359.0	2
359.5	2
360.0	2
360.5	2
361.0	2
361.5	2
362.0	2
362.5	2
363.0	2
363.5	2
364.0	2
364.5	2
365.0	2
365.5	2
366.0	2
366.5	2
367.0	2
367.5	2
368.0	2
368.5	2
369.0	2
369.5	2
370.0	2
370.5	2
371.0	2
371.5	2
372.0	2
372.5	2
373.0	2
373.5	2
374.0	2
374.5	2
375.0	2
375.5	2
376.0	2
376.5	2
377.0	2
377.5	2
378.0	2
378.5	2
379.0	2
379.5	2
380.0	2
380.5	2
381.0	2
381.5	2
382.0	2
382.5	2
383.0	2
383.5	2
384.0	2
384.5	2
385.0	2
385.5	2
386.0	2
386.5	2
387.0	2
387.5	2
388.0	2
388.5	2
389.0	2
389.5	2
390.0	2
390.5	2
391.0	2
391.5	2
392.0	2
392.5	2
393.0	2
393.5	2
394.0	2
394.5	2
395.0	2
395.5	2
396.0	2
396.5	2
397.0	2
397.5	2
398.0	2
398.5	2
399.0	2
399.5	2
